date,city,death,pm10,tempF,o3,dow,season
1987-08-14,denv,20,-11.28571429,73.75,-3.187289972,Friday,Summer
1987-08-15,denv,16,NA,74.5,3.0847571259,Saturday,Summer
1987-08-16,denv,21,NA,70.0,11.909883501,Sunday,Summer
1987-08-17,denv,19,-2.288372093,73.0,10.397502308,Monday,Summer
1987-08-18,denv,10,-5.369158879,66.75,10.805883711,Tuesday,Summer
1987-08-19,denv,16,-4.11906163,78.5,10.063895962,Wednesday,Summer
1987-08-20,denv,17,4.6179245283,80.25,3.9524918455,Thursday,Summer
1987-08-21,denv,11,6.5497630332,76.75,-0.915266009,Friday,Summer
1987-08-22,denv,8,-18.3952381,60.75,0.0737663049,Saturday,Summer
1987-08-23,denv,15,-18.18095238,59.0,-8.386366471,Sunday,Summer
1987-08-24,denv,19,NA,62.75,-10.43584251,Monday,Summer
1987-08-25,denv,15,-10.1920339,66.5,-2.759935889,Tuesday,Summer
1987-08-26,denv,21,-16.9375,59.75,-3.622692701,Wednesday,Summer
1987-08-27,denv,9,-6.826086957,61.0,-3.019164289,Thursday,Summer
1987-08-28,denv,16,-11.84951456,64.75,0.4072648288,Friday,Summer
1987-08-29,denv,14,NA,67.0,-0.699555047,Saturday,Summer
1987-08-30,denv,13,NA,68.5,9.5406474227,Sunday,Summer
1987-08-31,denv,19,2.5248758853,67.0,-0.332867831,Monday,Summer
1987-09-01,denv,14,8.5490196078,69.75,8.2981077903,Tuesday,Summer
1987-09-02,denv,17,-5.450980392,71.75,-7.081955551,Wednesday,Summer
1987-09-03,denv,11,-6.987394958,74.0,-1.311637625,Thursday,Summer
1987-09-04,denv,16,-5.348039216,67.25,-5.068231141,Friday,Summer
1987-09-05,denv,9,-7.206896552,62.25,1.3619021045,Saturday,Summer
1987-09-06,denv,18,-2.023004642,65.25,2.6310359776,Sunday,Summer
1987-09-07,denv,17,-2.129353234,60.25,-2.502885852,Monday,Summer
1987-09-08,denv,10,NA,66.5,2.3518857076,Tuesday,Summer
1987-09-09,denv,19,-3.943269231,65.0,3.7833863452,Wednesday,Summer
1987-09-10,denv,13,2.26,62.0,1.0356604908,Thursday,Summer
1987-09-11,denv,16,-2.638190955,58.5,-5.043749747,Friday,Summer
1987-09-12,denv,19,-11.57207472,64.75,-0.127758206,Saturday,Summer
1987-09-13,denv,23,-13.65151515,70.75,0.2131929928,Sunday,Summer
1987-09-14,denv,13,NA,65.5,4.2603952829,Monday,Summer
1987-09-15,denv,12,-9.701853098,59.0,-5.612835959,Tuesday,Summer
1987-09-16,denv,14,0.3756345178,61.75,-0.090466865,Wednesday,Summer
1987-09-17,denv,16,-10.57653061,51.0,-8.494589831,Thursday,Summer
1987-09-18,denv,13,-11.48005566,56.5,-4.57806493,Friday,Summer
1987-09-19,denv,18,NA,54.75,-1.53761835,Saturday,Summer
1987-09-20,denv,20,-9.641025641,59.75,4.4690690503,Sunday,Summer
1987-09-21,denv,16,-0.731958763,55.75,-2.280056907,Monday,Summer
1987-09-22,denv,16,5.2615384615,59.5,2.3363806904,Tuesday,Summer
1987-09-23,denv,10,12.273195876,64.75,-2.458329574,Wednesday,Summer
1987-09-24,denv,19,3.0763299953,65.75,3.0385064422,Thursday,Summer
1987-09-25,denv,24,-0.723958333,66.0,0.2200661693,Friday,Summer
1987-09-26,denv,20,-7.706806283,67.25,7.2272416383,Saturday,Summer
1987-09-27,denv,27,-8.914634146,59.0,0.4627294258,Sunday,Summer
1987-09-28,denv,15,12.168421053,54.0,-4.993100506,Monday,Summer
1987-09-29,denv,14,12.168421053,56.25,-4.883070453,Tuesday,Summer
1987-09-30,denv,14,11.065432099,58.25,1.4340186079,Wednesday,Summer
1987-10-01,denv,19,12.168421053,64.0,-4.698120764,Thursday,Autumn
1987-10-02,denv,15,16.206349206,58.75,-5.451930972,Friday,Autumn
1987-10-03,denv,14,-2.172149987,66.0,0.0654088084,Saturday,Autumn
1987-10-04,denv,14,-6.661375661,66.0,1.0778913122,Sunday,Autumn
1987-10-05,denv,21,NA,53.75,-2.201928345,Monday,Autumn
1987-10-06,denv,15,16.824935631,53.0,-5.38896198,Tuesday,Autumn
1987-10-07,denv,15,18.430107527,57.75,-7.038860998,Wednesday,Autumn
1987-10-08,denv,18,15.459459459,63.0,-3.043817749,Thursday,Autumn
1987-10-09,denv,13,21.510869565,46.5,-6.564774635,Friday,Autumn
1987-10-10,denv,22,NA,34.0,-16.27270395,Saturday,Autumn
1987-10-11,denv,14,5.6120218579,48.0,-4.979865074,Sunday,Autumn
1987-10-12,denv,12,9.0908312604,56.5,-4.174911787,Monday,Autumn
1987-10-13,denv,20,15.56043956,57.0,-8.739479488,Tuesday,Autumn
1987-10-14,denv,18,-8.386740331,40.75,-5.125847974,Wednesday,Autumn
1987-10-15,denv,12,-5.580246914,52.5,-6.842075744,Thursday,Autumn
1987-10-16,denv,17,-11.45,45.75,-5.403983377,Friday,Autumn
1987-10-17,denv,19,0.6089385475,51.5,-6.491082502,Saturday,Autumn
1987-10-18,denv,15,-9.053535354,44.25,-9.29233058,Sunday,Autumn
1987-10-19,denv,17,NA,36.0,-8.783674884,Monday,Autumn
1987-10-20,denv,14,-3.213483146,40.25,-6.118736468,Tuesday,Autumn
1987-10-21,denv,12,-6.052295198,51.25,-8.999546291,Wednesday,Autumn
1987-10-22,denv,22,9.7640449438,48.25,-9.782515288,Thursday,Autumn
